worker_id,task_id,task_response_id,is_reviewed,review_score,tweet_id,text,username,bio
2AZWNZRTVACE,ac8b87c6-ed8e-4f21-9005-59c06146397d,04074d9a-3c8c-44d8-9817-674d2d8db150,FALSE,,1.54E+18,"Even to this day, I can rattle off a list of landmark decisions by the US Supreme Court and how important they were… https://t.co/Qx5fHyzHE1",Griptread,You’d think I’d be funnier for someone who uses humour as a coping mechanism
T3RMAEPRMD6J,23e02b53-ff66-4dd1-92e0-98eb2cee3cc6,0414368b-e5d8-4b77-afc8-888c73655a14,FALSE,,1.54E+18,"@jaredstacy Yes, rights based thinking is the whole problem with this debate. Abortion rights as they’ve existed fo… https://t.co/w8BMCuq6ad",ac_gleason,@aaronkyle47 educator. podcaster. writer. conservative.
ZNXMTR4YRRAP,82d7eb71-9020-430a-bdf4-eb700f778cc0,04c12044-1644-4a95-b3b0-1449a104c2bb,FALSE,,1.54E+18,We need to focus on all rights that could be interpreted as unenumerated rights under the 9th Amendment.  Laws conc… https://t.co/i0U0gRiUeR,GordonStock3,"Father. Husband. Sick of the vulgarity,  corruption, jingoism, xenophobia, and 21st century Know Nothingness of TFG and this GOP.          Yale (SM '93)."
7R2NKCJQNXPP,57e31cea-9a8a-4b96-a5dd-7e930cbeff49,05395c5f-fb9e-450b-aaee-b8e58348a2e8,FALSE,,1.54E+18,@D_B_Harrison Very similar to the White Pastors who will cheer Roe being overturned while ignoring the fact that ma… https://t.co/uQewQUcVoG,RizNJ,
Z6J69GNZYEXY,f29fe284-0240-4658-92ee-f699d6a37a31,055a5d12-1d2b-4b27-984f-bd65891d09e2,FALSE,,1.54E+18,"More proof that #BrettKavanaugh always has been and still IS A LIAR! 

https://t.co/uRudfElL5q",cdbrzezinski,Human Being. #CodeRedForHumanity #ClimateEmergency #MedicareForAll #End4ProfitWars #PromotePeace #RCV #VoteByMail #BlackLivesMatter #MMT
FPMCK2P37RW2,6c0138c1-7a27-40e4-8d8a-4ad639f64cf6,05a27056-043c-4cbc-beb2-7c3254bcdbc7,FALSE,,1.54E+18,@Rosebid2 @MariahCarey You don’t have to be sorry. Roe vs Wade came out of the deaths of many women who were gettin… https://t.co/SYSUJW9xLA,Terry1sm,"I am a kind, compassionate person. I love our Country. I am an avid animal lover. I have a great love for horses."
VME4939DFDXR,7ea52297-2891-4944-a4d7-57a57f6a9a0c,05c47294-1f47-482b-95a9-2f8c0ac8478f,FALSE,,1.54E+18,@galaxysearchers @americanstorm @dangerouserayo @GrethanIlenya @dylanobrien abortion isn’t murder lmao. murder is t… https://t.co/qkAv7mBFYy,tootireads,"defending marbs online isn’t enough, i need a gun #1 marbs fan | cr: the secret history"
DPNAMHPJRREC,43f045c0-3ecb-457c-83bd-dbbb0e6d1848,06945fb2-8bdd-4320-884b-8a81de114033,FALSE,,1.54E+18,@JenRourke29 Roe v Wade represents the hate a lot of men have for women. 💯,yessin65,"Gods Beautiful Grace, the Love of Family and a Good laugh. Brings much Joy and Happiness. 💚"
Z6J69GNZYEXY,4df5d655-1185-4a15-9a1d-cefda249f645,06c5b9b7-58df-4beb-b4b9-00ebf5abb488,FALSE,,1.54E+18,"Just heard about Roe V Wade 😔 that’s messed up (I’m single, well dressed, and have a vasectomy btw)",Jesus_Falco16,He/Him | GA Smash Ultimate player| Athens Summer TO| 6th best purple falco at UGA
CTV7T3VTNXXF,84d7e1fb-37bd-49cc-aae0-5acee8ea69fe,0701c634-dbfc-41d4-a2c5-d985c37379c1,FALSE,,1.54E+18,"@kxntie @karlarod_ So you say ""where people can make their own decisions"" then say you're against abortion looks li… https://t.co/H24cUM6wHV",stevencrouch211,
R7XYZ4FKMFF9,22845e55-46fd-407c-9153-9db224f1d91d,07603280-5b7f-4980-bcb9-591944125503,FALSE,,1.54E+18,"(her logic was that abortion is an invasive procedure forced on women, very often women who are minorities or are c… https://t.co/uqNDUo2SX6",sapphicvik,I wish I could be a girl in that way you wish I could be your girlfriend/boyfriend
R7XYZ4FKMFF9,92ea47c5-0d88-4d2c-904d-c13f459da20f,076e9f2f-3ca8-4600-a1c6-8ae745e72a48,FALSE,,1.54E+18,@JaneyGodley The problem is that reproductive rights have been under attack in the US for decades. They played a lo… https://t.co/pLlpjKgmew,trishintheuk,Feminist; she/her; back in the UK after 22yrs; Mom/Mum of a special daughter with a traumatic brain injury #TBI #BLM #PRIDE @trishbutlerauth #RedwayAcres
WYWGJAYCCA6D,13560a38-e79b-4ef4-b6dc-ce181acbfac5,0807d322-9052-45fa-8b0b-7b3f91c1b5d5,FALSE,,1.54E+18,@M_S_V_Miller @br00t4lism Aside from the fact that there were many places in the US where abortions were made purpo… https://t.co/T0rJXbvJoM,afcbackman,
DPNAMHPJRREC,51ea8b42-ad80-4d39-ad18-9b0bbe77846a,0820e625-b525-4cf2-9b15-48308bd5513e,FALSE,,1.54E+18,For context this happened when I told multiple people who cheered the Roe VS Wade decision to shut the fuck up.,crypticpanther,"Husband, Gamer, Geek."
7R2NKCJQNXPP,2cc228c7-3346-4f49-a569-a4bba1435795,087dcb27-a961-43b0-bd64-149afd6cc24f,FALSE,,1.54E+18,@ConverseProLife @JetsFan1966 @StudentsforLife And a pregnant person who wants to continue a pregnancy eventually g… https://t.co/Gtgl4XcyVz,CoalitionRights,
XJKGQQWFXKTX,5185c370-5fd6-4547-a3e9-5cafa0301780,08857040-6578-4047-a85b-a3fedaa22def,FALSE,,1.54E+18,"@shaydeofgold I know a woman who knew her baby could not live outside the uterus, but chose to bring the pregnancy… https://t.co/gVjNYm7KtY",jenyferk7,Proud to be a bleeding heart liberal. Am a true believer in Occam’s Razor and lend no time to conspiracy theories. Love animals and actively support @PSPCA
2AZWNZRTVACE,1c4c45de-ead1-4123-a87d-43f3eea6a48c,092118a5-9a2a-48ed-8ad3-6e2fa58d16c8,FALSE,,1.54E+18,Agreed! American values: diversity &amp; separation of Church &amp; State. What’s so appalling is that “Dark Money” which b… https://t.co/oWYDq8baGj,RachelAnnScott1,"MD*muckraker*writer-artist/photographer Once optimist—now praying for peace, environment & equality; that climate change/nuc war/dumb Gov doesn’t kill us all!"
CTV7T3VTNXXF,f8faf79c-3fb1-4e17-9ed6-879b89db1909,09f35aff-ac55-4fd4-ba58-017f031be1c7,FALSE,,1.54E+18,Roe v. Wade: Megan Rapinoe slams decision as ‘violent onslaught on women’s bodies’ https://t.co/SeIX89TFW0,academie_educ,🎓
FPMCK2P37RW2,356d8e59-924b-490b-b1aa-c1a132d3f09c,09fe3f4e-ab3b-4472-a002-bc2322d56348,FALSE,,1.54E+18,"w// suicide
-
-
-
never rlly explicitly told anyone this bc it doesn’t weigh on me at all but when i thought i was… https://t.co/0xzxAV6Wdy",garfondoe,AIN’T IT FUNNY HOW IT HAPPENS
QEZAEMV2WF9D,27c5c299-9707-4312-8df2-e89a51c48781,0a7bea1d-38b2-4628-8e23-61dd43bf533e,FALSE,,1.54E+18,@bgilman66 @RealPaigeWWE You desperately resorted to a scenario that absolutely no one's seriously advocating for.… https://t.co/0aJylAaONW,_blackor_white_,"Just a good ole American citizen here, often talking about politics, wrestling, current events, and any other aspects of geek culture."
T3RMAEPRMD6J,ae31034e-5b40-4b3f-9065-474471306e0b,0a7d56c1-b953-4a3b-bfef-ebe99728946e,FALSE,,1.54E+18,"@POTUS DO YOUR JOB

PROTECT AMERICAN WOMEN

CODIFY ROE v WADE

#CodifyRoeVWade
#CodifyRoe
#RoeVsWade

OR... go home… https://t.co/8UOS3bNl9U",DistantUsa,"Veteran, mother, nomad. I believe in democracy if we can keep it."
FPMCK2P37RW2,0b57f4fc-6519-412e-991c-614fb5d05d0b,0acca874-fad1-4f50-a894-b5992f4cdbba,FALSE,,1.54E+18,p4 I have no self righteous opinion to share about my personal views on abortion.  My heart feels a little broken r… https://t.co/ttdSjtgmK1,emmolivia,"just a soul visiting earth & having a human experience , 3 Солнца 3 Луны ."
Z6J69GNZYEXY,c5c00c08-cd1a-4c8d-9b32-289e6cf67cdf,0ae791a3-a4c1-4812-927c-30cc559257cc,FALSE,,1.54E+18,going to [redacted] the [redacted] of every man trying to “overturning roe v wade is a huge setback for women’s rig… https://t.co/3FhBmacVcT,ihcarama,female writer (derogatory)
QEZAEMV2WF9D,ac3e8ab2-2df6-46e3-b914-94f42e23ee50,0bdcf06b-cd11-4345-a60b-8066bcaa5342,FALSE,,1.54E+18,"@MayoIsSpicyy Have zero respect for any woman that does not vote on their state to repeal last scotus stay, as male… https://t.co/VJfYAdFoBG",Ar7002004Romero,
AMXMPYF9CYAJ,a430876d-a5ad-45eb-ab90-b90a042b1ff7,0c19ec9d-e400-4853-b905-13b25b81b51e,FALSE,,1.54E+18,"@jakob_eichhorn @ELINTNews They’re not openly defying anything. They follow federal laws, and there is no federal law banning abortion.",NYtoCO1234,The city is my church
R7XYZ4FKMFF9,0feb63a9-82db-4fc5-83fe-979858d75ed6,0c41f06b-e46e-4803-b944-70a1755d168f,FALSE,,1.54E+18,"@LeahKonen @svyantek I've never been pregnant, never wanted to be, &amp; now it's not possible. I get the impression a… https://t.co/Pb2OvSWw1C",Kathy_Fraggle,"She/HerAlmost totally blind eclectic Pagan of many interests, Muppets, cartoons Star Trek to name a few. Reader of fanfiction. Always happy to meet new friends!"
Z6J69GNZYEXY,0831118b-9c99-4c6a-9213-268d61e44c3b,0c519649-77fc-4eda-9494-54997f379555,FALSE,,1.54E+18,"A person is pregnant. They are not prepared to raise a child, go through the adoption process, or otherwise just ha… https://t.co/XwUXPOz6qw",QSKSw,"🐱 Disabled Plural Transfem Polyamorous Pansexual Lesbian Pizza Cats

🐱 Pronouns: They/Them/Cats

🐱 Not affiliated with The Lego Group"
XJKGQQWFXKTX,3546fe44-fa92-447a-a042-6efc81598bdd,0c7d4f56-01cb-4db7-9184-fbe5aeaeb4ba,FALSE,,1.54E+18,Mfw abortion got legalized in my cool ass country 😎,little_agnle,gods perfect little angle
R7XYZ4FKMFF9,b5479d51-4f6e-48a2-83f0-72b6e5e203e6,0cba57cb-bc68-4d13-af50-07606d05059e,FALSE,,1.54E+18,"@Mystigon2 @ElijahSchaffer Dude come on. Although thats very funny this is not something to make a joke of. 
If you… https://t.co/bUG5wCVk2f",XSpark10,
73FP3QEHRD7V,eb2986a0-6dbc-4e3e-af26-a55d02a7ae58,0d3e2f0f-43e4-4f82-aa67-85f0278e050c,FALSE,,1.54E+18,"@SenBillCassidy You're with the party that just canceled Roe v. Wade, right?  You're not trying to distract from th… https://t.co/7oM3qfVFqE",mfahearn,A He/Him Nattering Nabob of Negativism
RP7MDHXYNRPN,e4249989-44df-420f-8a90-2a32fdd24491,0d523c91-aa8a-4ac8-98b6-b0cc897f3194,FALSE,,1.54E+18,"@POTUS open abortion clinics on federal land in every state within the next month.

Less talk more action.",cameirus,"Not allowed political views on my named account, so here is where I vent anonymously."
QEZAEMV2WF9D,c8937cf6-a733-492b-aaeb-c68c32a56ff1,0d98d9bf-5bf1-40cb-8563-a49fee712413,FALSE,,1.54E+18,Roe V. Wade case was the case that had changed everything up until yesterday. Even though Roe turned Pro-Life after… https://t.co/J0Ft8gaphy,JustNowPolitics,
R7XYZ4FKMFF9,d83d7202-d332-4e82-b43e-b2d4d48946f2,0e3cb64d-efcb-4bc9-97ef-6669562d9877,FALSE,,1.54E+18,"Soon, if not already, someone who needs an abortion in Brownsville, TX, will need to travel 1,140 miles - that's ov… https://t.co/plEJqVpJyr",philgoldstein,Poet. Author of HOW TO BURY A BOY AT SEA (@StillhousePress). Editor & Copywriter for @AWS Product Marketing. Opinions are my own. He/Him
XJKGQQWFXKTX,ceed74df-1bde-4b80-aaff-f10a5aa2885b,0e651422-45c4-4c5f-9626-4bb357ba1a6d,FALSE,,1.54E+18,@ELFitz6 @russ_seton @Jokerstars_CEO @Jeff_Cotto_ @mhdksafa Yeah but you wanted the kid right? Not everyone wants c… https://t.co/wbKAQ9OQ3z,nonb1naryh0es,Satan loves you 🖤
7ZGW996YFZ6X,44d6ae2a-8798-414b-8017-5dd948b91824,0eab0d6f-cb44-435b-b476-0148e59a92cc,FALSE,,1.54E+18,Hey just a thought: if you celebrated roe v. wade being overturned yesterday but you are not actively working towar… https://t.co/Bp83wlJjH3,pioneerfires,"// musician // lover of people, well made jeans, and manchester united // clear eyes, full hearts //"
FPMCK2P37RW2,13243d39-ce0c-41f3-99e4-e968b86be38d,0eb1865a-4be2-42b3-a3bc-0b8dd98dee79,FALSE,,1.54E+18,@SenatorCollins @SenatorSinema @lisamurkowski @Sen_JoeManchin - Will at least two of you carve-out an exception to… https://t.co/0CZg6N1QIt,garg,"Illustrator / Programmer
Mastodon: https://t.co/JDi3MG0aXL"
Z6J69GNZYEXY,3d7ffd95-836f-42a3-9e4d-a9f631a88232,0ebb6b46-9d16-42d8-a2cb-0c3947909f83,FALSE,,1.54E+18,Roe vs Wade &amp; state of Democracy #abortionisahumanright #abortioncareishealthcare #abortionrightsarehumanrights… https://t.co/wOXLBKG2pA,DrSSRawat4,UK Trained Family Physician based in Canada
6CNHTCG6W6XM,ac1f7dfc-7d01-418f-b893-181e4f4f674e,0f16001d-6e61-4053-8456-83281d52ebf9,FALSE,,1.54E+18,@DanielH77452497 @NikaMelkozerova Republicans want to make the ban on abortion national law if they take back Congr… https://t.co/oHBPu3e9Mu,April_AWZ,"April_Z on https://t.co/oAXk43u5mX   
#blockedbyaraud

just chillin' with the wolves in the woods of northeastern Minnesota. 🌲🐺🌲

Слава Україні!"
73FP3QEHRD7V,14ac0883-c6a1-487b-a859-3d6cb5323a02,0f3b83bf-f656-4d10-a9a1-624135520ee0,FALSE,,1.54E+18,This Supreme Court overturning Roe v. Wade have now shown their preference for the version of the Constitution and… https://t.co/8MKZ3bQ7TM,LimiBauer,"Innovative educator on a quest of identity through writing, art, and travel."
2AZWNZRTVACE,4ffc0d8b-572f-4c98-a076-05b14a6dfc33,0f7cb0dd-025e-411c-b212-afd47b722d0a,FALSE,,1.54E+18,@greymanbuffalo @Bills_Chick We don’t have a choice to either have an abortion or go to college. We can’t choose ab… https://t.co/ppmdnBumev,Jecausta,Carbon-based earth-dweller.
AMXMPYF9CYAJ,8fe2dc75-1712-4505-ad49-a56776912919,0fcfe597-714a-46a9-a47c-678d60224c43,FALSE,,1.54E+18,"if you are pro-life don’t have sex until you are doing it to procreate. using birth control, condoms, or the pull o… https://t.co/J7K65bpMKe",elizkh12,anti-abortion is anti-woman
73FP3QEHRD7V,f5feb455-8247-4a8c-9c7b-7d84e3cacd07,0fd190e1-d73e-4609-ae4f-9c26e8e3e023,FALSE,,1.54E+18,"And so it begins. @NAACP 
https://t.co/fhue633yBW",alstatenaacp,"Our mission is to ensure the political, educational, social and economic equality of rights of all persons and to eliminate racial hatred and discrimination."
XKEQPPFJWHY9,71d0b26c-8218-436b-8a0e-1712324eb19e,104196e6-2918-4c61-bd95-ec402c16bbae,FALSE,,1.54E+18,@Stonekettle Old white men thinking surgical treatment for an ectopic pregnancy and miscarriage is an abortion are… https://t.co/gIVnJAzv7Y,CDMaily1,"No one is asking you to be excited and vote BLUE. 
We are just asking for you to vote BLUE so we can accomplish exciting things."
R7XYZ4FKMFF9,0ec4e1ff-f2dc-4123-b16a-f24e07ca867d,10e7e4b7-b5c1-4765-9dc0-856436118632,FALSE,,1.54E+18,"One thing that you need to understand is that even if you get abortion back, it's not gonna come back the same.

https://t.co/qdKKFHpk7r",ContentedIndie,"Jewish. Furry. Independent conservative, OG #NeverTrump. Zionist (yes!🖕). Writings in @thenewsblender. I hate the far left and far right. (🥀)"
7R2NKCJQNXPP,52ed5999-df06-4f53-8ed5-0f438bd8b6a7,11244d56-fe2f-440e-a4d9-738a0c3180c2,FALSE,,1.54E+18,"@MooreintheAM For literally decades there have been anti-abortion activists standing w/ shaming, graphic signs on t… https://t.co/ARp3fFOTgI",EleLee70,"Yes, I was being sarcastic #BLM #MMIW #ODSPoverty ♿✊🏾🏳️‍🌈🧡Opinions mine. I mask & vax because I care."
QEZAEMV2WF9D,53581097-fdd5-4ece-8c04-3ea26043e0ae,119a6478-b584-408c-a9bb-17cbcc16f9ec,FALSE,,1.54E+18,"Defense Department to keep access to ""reproductive health care"" after Roe v. Wade's end https://t.co/69V6o9yslA",e_parris7,"Civil Rights, Resistance,Liberal, Democratic
#FBR #Resist #BLM
Been A Twitter Member Since2016 lost account
New Account. I Follow Back"
WFRWYPY7XZJ9,72bea152-c940-40b1-bad9-542910872d0f,11fb8b69-3895-4b0f-bdb1-18eb43557449,FALSE,,1.54E+18,You can’t argue with these statistics! And you STILL want to bring children into this world?! SICK! Overturn the ov… https://t.co/HoBtCmnX0M,yuccyboi,
R7XYZ4FKMFF9,3e975a62-f5ae-4b13-87d9-43d32415e977,122cd5bd-630a-4a9a-96bc-90aba87de935,FALSE,,1.54E+18,Minority pregnancies have a mortality rate 3X HIGHER than white pregnancies in the United States. The decision to o… https://t.co/ENXq3NMLz7,the3rdddpete,the party never ends • George 💚 • 𝟡𝟡𝟡 • #ALLABOUT18☘️
KY33NRPCAEZT,661aceaa-4bab-4693-9c2b-d6e89a7e0d69,1230b8ab-53c2-489e-9104-c73ebff1c971,FALSE,,1.54E+18,"The Supreme Court did not need to go this extreme. This is not an issue to address with a sledge hammer, and it wil… https://t.co/LxIPtDhfHA",DrMassarweh,"Breast Oncologist. Endocrine Resistance, triple + BC, Breast CA in men. Less is more. Stanford, Baylor, Markey, Jordan. Life revolves around my 2 boys."
Z6J69GNZYEXY,e757663d-1137-4a6b-8b78-fa3377b9c1a4,128a31d7-8f9f-496c-9055-ee7ee744232d,FALSE,,1.54E+18,The GOP-packed Supreme Court overturned Roe v. Wade. We have to stick together &amp; continue to fight for bodily auton… https://t.co/9aNgjMAAfh,caobrina,i’ve got far to little time to give you any of mine
T3RMAEPRMD6J,bc2d4bb9-cca2-41e0-8d62-f73c3490d32a,12a1a016-724b-47de-a166-20e4286d127f,FALSE,,1.54E+18,"Screaming into the void with this one, but yes we KNOW that Roe v Wade overturning doesn't mean abortion is outlawe… https://t.co/MuOknRDBHu",OrionCJR,"Orion/Star, 24, Icon by @MasterSneef117."
QEZAEMV2WF9D,be410835-4828-4589-a3af-fde2c9dcc0a9,12a8256a-0c3f-48bf-b16c-feac8a706b91,FALSE,,1.54E+18,"Very unhappy about Roe v Wade outcome, but what should we expect--since allowing Rupert Murdoch to own Fox (95), no… https://t.co/aZLrqJJBBV",EricaEller,Berlin-based freelance B2B climate and sustainability copywriter | she/her | sewing natural fibers in my free time | https://t.co/RPLz3OciCz
4TG67HVWJNDP,bf4a0478-cff5-427a-b2c5-428a7347bb96,12e7b9f7-c7d6-4509-9abc-c05a0eb073f0,FALSE,,1.54E+18,@AndrewColinB @Ken_Mark_ @fjgwey @mohamed_danier @LeroyJamkins @EnclaveNotfurry @VaushV Rape victims should not car… https://t.co/UKutPkJ09N,CebelWolf,"Poet and author. She/her. I write fantasy and horror stories too. 18.

Piss"
2AZWNZRTVACE,f5995de8-07a9-4b1f-a5ca-18103956f048,131913b7-23ae-41f6-a53b-7020b421f9ea,FALSE,,1.54E+18,@POTUS You can fix it. #ExpandTheSupremeCourtNow before we marriage equality and contraception are a thing of the p… https://t.co/mLHx4cWTEH,davidsongc,Wealth inequality is destroying democracy. #ClimateCrisis #Civics #BLM #WVU ⚖️🍷🐕🇺🇸🏳️‍🌈
7R2NKCJQNXPP,0f5e3f73-4737-465b-8977-e9ca978dcf3f,13a9d929-6260-4417-a93f-ef688720ab45,FALSE,,1.54E+18,"@AZ_Brittney I had a therapeutic abortion, for medical reasons, and later two miscarriages.

I have a great number… https://t.co/d8RiyChk3m",CrescendoOPeace,"Artist, writer, musician, and organic grower, animal mom to a small menagerie. 
Happily married to a great guy. 
No DMs unless I actually know you."
7R2NKCJQNXPP,c21f838c-0ac2-43e8-aecc-06117b1e45ef,146ccbc2-6f5e-4602-878e-518a90f52b36,FALSE,,1.54E+18,"No access to abortion:
-infanticide
-partners murdering pregnant woman
- increased rates of suicide in pregnant wom… https://t.co/MAZhpFXcn8",AckermanLivi,IU Media 25
QEZAEMV2WF9D,b52bcf8b-a6f7-4dc4-9e8a-571aa3ac3c11,14951cee-7322-4128-b076-4912f3c1b3c2,FALSE,,1.54E+18,The 6 RW scotus' have shamed the USA » Global abortion rights: Scrapping Roe v. Wade makes the US an outlier in the… https://t.co/FscJ4CXwJU,gme11,#AnimalRights #Karma #Dogs #🐘#Resist  #Prochoice  #EqualRights  #atheist #Climate #Actor #NoDM's
VME4939DFDXR,84f5b5af-a0bf-4981-9443-190f91b20f9c,14963832-3aba-41f5-9da7-928e92a34f10,FALSE,,1.54E+18,"Hard same. We need mandatory sex ed in ALL schools (yes even and ESPECIALLY religious ones), nationwide access to f… https://t.co/jDsHhj0QHq",gravewriter71,"K.A. Silva, author of Straw Song, Wendigogo, Straw Man. Social justice wendigo. Weirdness vindicated, strange love celebrated. They/them, enby."
2AZWNZRTVACE,fdf7af5a-cd63-4364-9e2a-2f38499435f7,14aaadf8-6257-4e2c-9918-5ad7296fd8fc,FALSE,,1.54E+18,"I will state this for the record rn. I’m all for everyone having their own beliefs, morals, and values but if you’r… https://t.co/v2nuTOmD3E",Pleyad_,• DJ/Producer 🎧🎹 • Starseed🌟• Free form dance enthusiast 🕺🏼• Chava 🖤 •
2VHW4RE6AKTN,d4979c55-8d85-449e-b921-5989e3b7a8c0,14b76018-81a6-432c-b098-2e50d13f532a,FALSE,,1.54E+18,"It’s funny how all those people who were screaming “my body, my choice” over the vaccine, are radio silent on Roe v… https://t.co/AjKc3lpzrw",richbluecoast,Basically a Eurovision and Tennis stan account
Z6J69GNZYEXY,6e8e9164-7b2a-46d1-adcd-dcc1d71481a3,14f4b9d2-b999-43a1-bb1a-ba2f8aaf5c5c,FALSE,,1.54E+18,"@cordelialadybug As we used to say back in the day, if men could have babies, abortion would be a sacrament. 
#WomensRightsAreHumanRights",bunontherun3,"Proud liberal mother, grandmother & cat lady, Beatlemaniac & Deadhead. #NeverForgetJanuary6 #LFC #MaskUp 😷#ComprehensiveMedicareForAll"
T3RMAEPRMD6J,ea129a65-bc11-490c-8c43-9a0177301f09,15357000-2c63-4920-8969-76d64a9d6aeb,FALSE,,1.54E+18,"@MariaSherwood2 Too many National MPs voted ""No"" to the government's bill in 2020, not wanting abortion to be legal… https://t.co/N4TzfKY2QF",BeaumontBee,"#RIPSimon who died peacefully, painlessly with dignity, holding my hand 20 February 2016. Forever part of me."
2ER9TZ79TR2V,860c6ee3-014a-454c-b28e-c8c5047c6909,15bd5b6f-1e14-4a5c-8f29-756aad2176f8,FALSE,,1.54E+18,The overturn of roe v wade only makes me more averse to the idea of having children. It's not like the federal gove… https://t.co/veDD7KCiUQ,_jaslopez,"i talk about series & movies i like • ignore any dumb tweets, it's the brain worms • twenty-three • i take photos sometimes • defund the police//blm"
YKR74H2QRD6F,90759c3e-3e89-434c-8690-3ccfc5692107,163f0d70-0075-4f38-95aa-845543f9cc6a,FALSE,,1.54E+18,@revealofliberty The proof is the conversation itself. If you thought at any point in time I was ever against abort… https://t.co/huqvhjLJk5,Shaaaaark__,No.
KY33NRPCAEZT,98e4e24e-a3a2-472c-af21-0f4678e1028e,170d550c-27c8-46cb-aba2-7e0ea53400fa,FALSE,,1.54E+18,"@PitreTalitha @breeadail @AbsoluteWithE it's satire.
Sarcasm.
Annoyance. 

As a woman, it's disappointing people do… https://t.co/0n2YV4BE2L",SheVestigates,
VNAQPVX4R36A,a01c8082-7081-420a-8f20-7f2c2c95afab,1721511b-f5bc-43bf-95d2-490bf505f0cc,FALSE,,1.54E+18,I had a miserable pregnancy and I would seriously rather risk death than ever be pregnant again. I love my child en… https://t.co/V3GZKr2mD9,hobbit__wannabe,"feral housewife. arizona raised, indy living."
YKR74H2QRD6F,d7b7c2b3-1b85-4abf-972f-346715cd539f,17bdf4e0-8c5c-4bc0-942f-1ea416d4bb89,FALSE,,1.54E+18,@RehearsalLot @CRYPTONITEME @Reuters Here’s truth. Women are not going back. Period. We have records of abortion ba… https://t.co/GjrOLoJPZz,BroceliandF,"Accidental pixie. Occasional writer. Owned by a cat. Don’t screw with old women. We have nothing to lose, and we are out of f**ks to give."
